ID_LOC,TIME_ZONE,TIMESTAMP,TIMESTAMP_UNIX,TIME,PRESSURE_MSL,TEMPERATURE_2M,TEMPERATURE_80M
id3,GMT,2023-04-23T03:42:50Z,1682221370266,2023-04-28T17:00:00Z,1017.6,23.8,21.8
id3,GMT,2023-04-23T03:42:50Z,1682221370266,2023-04-29T02:00:00Z,1018.5,19.2,19.9
id3,GMT,2023-04-23T03:42:50Z,1682221370266,2023-04-29T03:00:00Z,1018.2,18.8,19.8
id3,GMT,2023-04-23T03:42:50Z,1682221370266,2023-04-29T14:00:00Z,1020.1,26.1,23.5
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-22T08:00:00Z,1014.3,18.9,19.1
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-22T09:00:00Z,1014.5,20.5,19.8
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-23T00:00:00Z,1016.2,19.4,19.7
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-23T09:00:00Z,1016.5,20,18.9
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-23T11:00:00Z,1016.9,21.8,19.7
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-24T00:00:00Z,1017.4,18.3,18.2
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-24T09:00:00Z,1016.7,19.9,18.3
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-24T23:00:00Z,1016.9,18.8,18.8
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-25T00:00:00Z,1016.7,18.6,18.6
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-25T02:00:00Z,1015.5,18.5,18.2
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-25T05:00:00Z,1014.4,18.5,18.1
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-25T06:00:00Z,1014.3,18.4,18.1
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-25T11:00:00Z,1015.6,22.4,20.9
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-25T13:00:00Z,1015,24,21.8
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-25T17:00:00Z,1013,22.8,22.2
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-26T07:00:00Z,1013.2,18.4,18.9
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-26T12:00:00Z,1013.1,24,21.4
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-26T14:00:00Z,1012.4,25,22.2
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-26T15:00:00Z,1012,24.7,22.4
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-26T17:00:00Z,1011.6,22.2,22.3
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-26T23:00:00Z,1012.7,18.7,19.8
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-27T11:00:00Z,1014.7,23.9,21.4
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-28T01:00:00Z,1015.7,20.2,19.6
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-28T16:00:00Z,1017.5,25.2,22.7
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-29T11:00:00Z,1021.8,24.3,22
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-29T16:00:00Z,1020.5,25,22.6
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-29T18:00:00Z,1020,23.9,22.1
id1,GMT,2023-04-23T05:57:35Z,1682229455604,2023-04-29T20:00:00Z,1020.7,22.2,21.1
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-22T08:00:00Z,1014.7,18.5,20.3
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-22T14:00:00Z,1014.4,24.1,20.5
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-23T09:00:00Z,1016.3,18.1,19.1
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-23T22:00:00Z,1017.1,17.5,20.6
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-24T03:00:00Z,1015.3,16.8,20.5
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-24T05:00:00Z,1015,16.3,19.7
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-24T09:00:00Z,1015.8,19.9,20.6
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-25T01:00:00Z,1015.4,17.9,21.4
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-25T05:00:00Z,1014,17.8,21.6
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-25T11:00:00Z,1015.6,22.2,20.8
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-25T15:00:00Z,1013.9,24,20.5
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-25T21:00:00Z,1014.5,19.5,21.6
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-26T19:00:00Z,1011.9,22.8,20.1
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-27T04:00:00Z,1011.4,19.8,21.7
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-27T06:00:00Z,1011.2,19.1,21.8
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-27T21:00:00Z,1015.7,22,21
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-27T22:00:00Z,1016,21.9,21
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-27T23:00:00Z,1016.2,21.8,21
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-28T23:00:00Z,1019.3,23.5,24.2
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-29T09:00:00Z,1021.2,24.4,22.8
id2,GMT,2023-04-23T09:39:13Z,1682242753627,2023-04-29T23:00:00Z,1021.1,23.2,23
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-22T02:00:00Z,1015.4,16.9,19.6
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-22T03:00:00Z,1014.8,16.7,19.3
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-22T04:00:00Z,1014.5,16.6,19.4
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-22T19:00:00Z,1014.4,22.1,20.9
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-23T06:00:00Z,1015.1,16.7,19.1
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-23T09:00:00Z,1016.4,18.9,19.3
